"","iid","id","gender","idg","condtn","wave","round","position","order","partner","pid","match","int_corr","samerace","age_o","race_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","dec_o","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","like_o","prob_o","age","field","field_cd","race","imprace","imprelig","goal","date","go_out","career","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","amb3_1","dec","attr","sinc","intel","fun","amb","shar","like","prob","attr1_2","sinc1_2","intel1_2","fun1_2","amb1_2","shar1_2","attr3_2","sinc3_2","intel3_2","fun3_2","amb3_2","race_explained","race_explained_o","field_explained","imprelig_o","imprace_o","goal_o","date_o","go_out_o","sports_o","tvsports_o","exercise_o","dining_o","museums_o","art_o","hiking_o","gaming_o","clubbing_o","reading_o","tv_o","theater_o","movies_o","concerts_o","music_o","shopping_o","yoga_o","exphappy_o"
"1284",91,16,0,31,2,4,18,11,8,6,99,1,0.6,0,28,2,30,30,20,10,10,0,1,9,8,8,7,8,8,9,9,25,"Law",1,6,6,8,1,3,2,"Lawyer",1,4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2,5,15,3,50,20,2,10,65,0,8,20,2,5,6,7,7,9,8,1,8,7,8,8,8,0,8,6,20,2,30,35,3,10,8,7,8,7,7,"Other","European","Law",1,1,3,3,2,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8
"1285",91,16,0,31,2,4,18,11,3,7,100,0,0.43,1,30,6,20,25,25,15,5,10,1,9,7,9,9,9,8,9,5,25,"Law",1,6,6,8,1,3,2,"Lawyer",1,4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2,5,15,3,50,20,2,10,65,0,8,20,2,5,6,7,7,9,8,0,6,7,8,7,7,0,6,2,20,2,30,35,3,10,8,7,8,7,7,"Other","Other","Law",9,8,1,3,2,5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,5
"1286",91,16,0,31,2,4,18,11,6,8,101,0,-0.19,0,22,4,40,8,10,12,10,20,1,8,7,7,8,0,0,8,6,25,"Law",1,6,6,8,1,3,2,"Lawyer",1,4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2,5,15,3,50,20,2,10,65,0,8,20,2,5,6,7,7,9,8,0,4,7,8,5,7,4,4,2,20,2,30,35,3,10,8,7,8,7,7,"Other","Asian","Law",2,3,3,4,3,9,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4,7
"1287",91,16,0,31,2,4,18,11,10,9,102,0,-0.21,0,32,2,30,10,30,20,10,0,1,7,7,8,8,10,7,8,7,25,"Law",1,6,6,8,1,3,2,"Lawyer",1,4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2,5,15,3,50,20,2,10,65,0,8,20,2,5,6,7,7,9,8,0,4,6,7,6,5,3,5,2,20,2,30,35,3,10,8,7,8,7,7,"Other","European","Law",6,2,1,4,4,9,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2,6
"1288",91,16,0,31,2,4,18,11,7,10,103,1,0.12,0,26,2,40,5,20,10,10,15,1,8,8,8,8,8,8,8,6,25,"Law",1,6,6,8,1,3,2,"Lawyer",1,4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2,5,15,3,50,20,2,10,65,0,8,20,2,5,6,7,7,9,8,1,7,7,8,7,7,0,7,3,20,2,30,35,3,10,8,7,8,7,7,"Other","European","Law",9,8,2,4,1,8,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3,6
"1289",91,16,0,31,2,4,18,11,16,11,104,0,0.33,0,27,2,20,15,25,15,20,5,0,8,7,7,6,8,6,7,5,25,"Law",1,6,6,8,1,3,2,"Lawyer",1,4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2,5,15,3,50,20,2,10,65,0,8,20,2,5,6,7,7,9,8,1,7,7,7,7,7,0,7,2,20,2,30,35,3,10,8,7,8,7,7,"Other","European","Law",8,6,2,5,3,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8
"1290",91,16,0,31,2,4,18,11,1,12,105,1,-0.24,0,25,1,30,15,20,20,0,5,1,8,8,10,9,7,7,8,10,25,"Law",1,6,6,8,1,3,2,"Lawyer",1,4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2,5,15,3,50,20,2,10,65,0,8,20,2,5,6,7,7,9,8,1,7,10,10,10,10,10,0,8,20,2,30,35,3,10,8,7,8,7,7,"Other","Black","Law",1,1,2,7,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5
"1291",91,16,0,31,2,4,18,11,9,13,106,1,0.31,0,22,3,10,20,35,10,5,20,1,10,10,10,10,10,10,10,6,25,"Law",1,6,6,8,1,3,2,"Lawyer",1,4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2,5,15,3,50,20,2,10,65,0,8,20,2,5,6,7,7,9,8,1,5,7,8,7,7,0,8,5,20,2,30,35,3,10,8,7,8,7,7,"Other","Latino","Law",3,1,5,7,3,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5
"1292",91,16,0,31,2,4,18,11,18,14,107,1,0.42,0,21,2,19,24,21,23,5,8,1,8,9,8,8,8,7,9,9,25,"Law",1,6,6,8,1,3,2,"Lawyer",1,4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2,5,15,3,50,20,2,10,65,0,8,20,2,5,6,7,7,9,8,1,8,7,8,8,0,0,8,5,20,2,30,35,3,10,8,7,8,7,7,"Other","European","Law",1,1,1,4,1,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6
"1293",91,16,0,31,2,4,18,11,4,15,108,0,0.39,0,24,2,10,20,35,20,0,15,1,8,7,7,9,8,4,7,5,25,"Law",1,6,6,8,1,3,2,"Lawyer",1,4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2,5,15,3,50,20,2,10,65,0,8,20,2,5,6,7,7,9,8,0,9,7,8,7,6,7,3,2,20,2,30,35,3,10,8,7,8,7,7,"Other","European","Law",1,1,1,6,3,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5
"1294",91,16,0,31,2,4,18,11,14,16,109,1,0.62,0,25,4,15,10,30,10,5,30,1,10,10,8,7,8,5,7,5,25,"Law",1,6,6,8,1,3,2,"Lawyer",1,4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2,5,15,3,50,20,2,10,65,0,8,20,2,5,6,7,7,9,8,1,6,7,8,8,8,0,7,3,20,2,30,35,3,10,8,7,8,7,7,"Other","Asian","Law",1,1,1,4,1,2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,5
"1295",91,16,0,31,2,4,18,11,13,17,110,1,0.61,0,28,2,20,20,15,15,5,25,1,8,8,8,7,8,0,6,4,25,"Law",1,6,6,8,1,3,2,"Lawyer",1,4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2,5,15,3,50,20,2,10,65,0,8,20,2,5,6,7,7,9,8,1,6,7,8,8,8,0,7,3,20,2,30,35,3,10,8,7,8,7,7,"Other","European","Law",6,4,2,6,1,4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6
"1296",91,16,0,31,2,4,18,11,12,18,111,0,0.26,0,27,4,20,20,20,20,10,10,0,8,7,8,5,6,6,7,5,25,"Law",1,6,6,8,1,3,2,"Lawyer",1,4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2,5,15,3,50,20,2,10,65,0,8,20,2,5,6,7,7,9,8,0,5,8,8,7,7,0,7,2,20,2,30,35,3,10,8,7,8,7,7,"Other","Asian","Law",1,7,5,5,1,9,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5,9
"1297",92,17,0,33,2,4,18,17,3,1,94,0,0.64,0,28,4,20,20,20,10,10,20,0,9,8,8,6,7,7,6,5,29,"International Educational Development",9,2,1,2,5,6,1,"Microfinancing Program Manager",7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,10,20,20,20,20,10,30,10,10,30,10,10,9,10,9,9,9,0,4,3,9,3,8,5,3,3,20,20,15,20,10,15,7,9,9,9,8,"European","Asian","Education, Academia",8,6,2,6,3,7,2,8,8,5,4,4,3,3,9,5,7,9,6,7,4,5,5
"1298",92,17,0,33,2,4,18,17,5,2,95,0,-0.23,1,26,2,18,18,18,19,13,14,1,6,6,7,7,4,5,6,4,29,"International Educational Development",9,2,1,2,5,6,1,"Microfinancing Program Manager",7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,10,20,20,20,20,10,30,10,10,30,10,10,9,10,9,9,9,0,4,8,9,4,8,3,4,5,20,20,15,20,10,15,7,9,9,9,8,"European","European","Education, Academia",5,7,1,5,2,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,6
"1299",92,17,0,33,2,4,18,17,11,3,96,0,0.56,0,26,3,10,20,20,22,6,22,0,7,7,7,6,0,5,6,6,29,"International Educational Development",9,2,1,2,5,6,1,"Microfinancing Program Manager",7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,10,20,20,20,20,10,30,10,10,30,10,10,9,10,9,9,9,0,3,9,10,6,9,5,6,7,20,20,15,20,10,15,7,9,9,9,8,"European","Latino","Education, Academia",6,3,1,7,1,5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,7
"1300",92,17,0,33,2,4,18,17,17,4,97,1,0.17,1,29,2,50,7,20,23,0,0,1,8,7,8,6,8,9,6,5,29,"International Educational Development",9,2,1,2,5,6,1,"Microfinancing Program Manager",7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,10,20,20,20,20,10,30,10,10,30,10,10,9,10,9,9,9,1,10,10,10,8,9,10,9,8,20,20,15,20,10,15,7,9,9,9,8,"European","European","Education, Academia",1,4,2,5,2,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,5
"1301",92,17,0,33,2,4,18,17,8,5,98,1,0.41,1,39,2,40,20,15,20,0,5,1,10,10,10,0,0,0,10,3,29,"International Educational Development",9,2,1,2,5,6,1,"Microfinancing Program Manager",7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,10,20,20,20,20,10,30,10,10,30,10,10,9,10,9,9,9,1,8,7,8,3,8,6,7,7,20,20,15,20,10,15,7,9,9,9,8,"European","European","Education, Academia",1,1,4,4,2,8,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7,5
"1302",92,17,0,33,2,4,18,17,14,6,99,1,0.59,1,28,2,30,30,20,10,10,0,1,6,7,8,5,7,7,8,9,29,"International Educational Development",9,2,1,2,5,6,1,"Microfinancing Program Manager",7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,10,20,20,20,20,10,30,10,10,30,10,10,9,10,9,9,9,1,10,10,9,10,9,9,9,9,20,20,15,20,10,15,7,9,9,9,8,"European","European","Education, Academia",1,1,3,3,2,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8
"1303",92,17,0,33,2,4,18,17,9,7,100,0,0.54,0,30,6,20,25,25,15,5,10,0,9,8,8,7,6,6,6,3,29,"International Educational Development",9,2,1,2,5,6,1,"Microfinancing Program Manager",7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,10,20,20,20,20,10,30,10,10,30,10,10,9,10,9,9,9,0,6,8,9,4,9,5,6,6,20,20,15,20,10,15,7,9,9,9,8,"European","Other","Education, Academia",9,8,1,3,2,5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,5
"1304",92,17,0,33,2,4,18,17,12,8,101,0,0.16,0,22,4,40,8,10,12,10,20,1,9,8,8,7,0,0,8,5,29,"International Educational Development",9,2,1,2,5,6,1,"Microfinancing Program Manager",7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,10,20,20,20,20,10,30,10,10,30,10,10,9,10,9,9,9,0,6,9,10,8,9,8,7,9,20,20,15,20,10,15,7,9,9,9,8,"European","Asian","Education, Academia",2,3,3,4,3,9,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4,7
"1305",92,17,0,33,2,4,18,17,16,9,102,0,0.12,1,32,2,30,10,30,20,10,0,1,7,8,8,6,8,7,7,7,29,"International Educational Development",9,2,1,2,5,6,1,"Microfinancing Program Manager",7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,10,20,20,20,20,10,30,10,10,30,10,10,9,10,9,9,9,0,4,8,9,7,8,6,7,5,20,20,15,20,10,15,7,9,9,9,8,"European","European","Education, Academia",6,2,1,4,4,9,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2,6
"1306",92,17,0,33,2,4,18,17,13,10,103,0,0.2,1,26,2,40,5,20,10,10,15,0,6,6,6,6,6,6,6,3,29,"International Educational Development",9,2,1,2,5,6,1,"Microfinancing Program Manager",7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,10,20,20,20,20,10,30,10,10,30,10,10,9,10,9,9,9,0,8,7,8,5,8,5,5,3,20,20,15,20,10,15,7,9,9,9,8,"European","European","Education, Academia",9,8,2,4,1,8,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3,6
"1307",92,17,0,33,2,4,18,17,4,11,104,0,0.8,1,27,2,20,15,25,15,20,5,1,9,8,6,6,6,6,7,5,29,"International Educational Development",9,2,1,2,5,6,1,"Microfinancing Program Manager",7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,10,20,20,20,20,10,30,10,10,30,10,10,9,10,9,9,9,0,8,8,8,7,8,7,6,5,20,20,15,20,10,15,7,9,9,9,8,"European","European","Education, Academia",8,6,2,5,3,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8
"1308",92,17,0,33,2,4,18,17,7,12,105,1,0.03,0,25,1,30,15,20,20,0,5,1,8,7,8,7,6,6,7,3,29,"International Educational Development",9,2,1,2,5,6,1,"Microfinancing Program Manager",7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,10,20,20,20,20,10,30,10,10,30,10,10,9,10,9,9,9,1,7,8,9,9,8,8,7,6,20,20,15,20,10,15,7,9,9,9,8,"European","Black","Education, Academia",1,1,2,7,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5
"1309",92,17,0,33,2,4,18,17,15,13,106,0,0.06,0,22,3,10,20,35,10,5,20,0,6,10,4,4,6,0,2,1,29,"International Educational Development",9,2,1,2,5,6,1,"Microfinancing Program Manager",7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,10,20,20,20,20,10,30,10,10,30,10,10,9,10,9,9,9,0,7,8,8,8,8,7,7,6,20,20,15,20,10,15,7,9,9,9,8,"European","Latino","Education, Academia",3,1,5,7,3,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5
"1310",92,17,0,33,2,4,18,17,6,14,107,1,0.8,1,21,2,19,24,21,23,5,8,1,9,9,9,9,9,8,8,6,29,"International Educational Development",9,2,1,2,5,6,1,"Microfinancing Program Manager",7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,10,20,20,20,20,10,30,10,10,30,10,10,9,10,9,9,9,1,8,9,9,10,9,9,8,8,20,20,15,20,10,15,7,9,9,9,8,"European","European","Education, Academia",1,1,1,4,1,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6
"1311",92,17,0,33,2,4,18,17,10,15,108,0,0.72,1,24,2,10,20,35,20,0,15,0,8,7,6,6,8,2,6,4,29,"International Educational Development",9,2,1,2,5,6,1,"Microfinancing Program Manager",7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,10,20,20,20,20,10,30,10,10,30,10,10,9,10,9,9,9,1,8,9,10,9,8,9,8,9,20,20,15,20,10,15,7,9,9,9,8,"European","European","Education, Academia",1,1,1,6,3,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5
"1312",92,17,0,33,2,4,18,17,2,16,109,1,0.6,0,25,4,15,10,30,10,5,30,1,9,10,8,6,8,3,8,5,29,"International Educational Development",9,2,1,2,5,6,1,"Microfinancing Program Manager",7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,10,20,20,20,20,10,30,10,10,30,10,10,9,10,9,9,9,1,7,9,9,7,9,7,7,8,20,20,15,20,10,15,7,9,9,9,8,"European","Asian","Education, Academia",1,1,1,4,1,2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,5
"1313",92,17,0,33,2,4,18,17,1,17,110,1,0.75,1,28,2,20,20,15,15,5,25,1,9,0,8,8,7,5,7,6,29,"International Educational Development",9,2,1,2,5,6,1,"Microfinancing Program Manager",7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,10,20,20,20,20,10,30,10,10,30,10,10,9,10,9,9,9,1,6,9,9,8,8,5,7,8,20,20,15,20,10,15,7,9,9,9,8,"European","European","Education, Academia",6,4,2,6,1,4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6
"1314",92,17,0,33,2,4,18,17,18,18,111,0,0.5,0,27,4,20,20,20,20,10,10,0,7,6,6,3,4,4,4,4,29,"International Educational Development",9,2,1,2,5,6,1,"Microfinancing Program Manager",7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,10,20,20,20,20,10,30,10,10,30,10,10,9,10,9,9,9,0,6,7,8,7,8,5,6,5,20,20,15,20,10,15,7,9,9,9,8,"European","Asian","Education, Academia",1,7,5,5,1,9,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5,9
"1315",93,18,0,35,2,4,18,18,4,1,94,0,0.27,0,28,4,20,20,20,10,10,20,1,7,9,9,8,6,7,7,5,29,"Education Administration",5,2,2,2,1,5,1,"Education Administration",2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,6,14,20,18,24,18,6,30,15,15,20,10,10,8,8,8,8,7,0,6,6,7,7,8,6,7,5,17,17,11,28,10,17,7,7,7,8,6,"European","Asian","Engineering",8,6,2,6,3,7,2,8,8,5,4,4,3,3,9,5,7,9,6,7,4,5,5
"1316",93,18,0,35,2,4,18,18,6,2,95,1,-0.57,1,26,2,18,18,18,19,13,14,1,5,7,7,8,5,6,6,5,29,"Education Administration",5,2,2,2,1,5,1,"Education Administration",2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,6,14,20,18,24,18,6,30,15,15,20,10,10,8,8,8,8,7,1,7,8,7,7,7,7,8,6,17,17,11,28,10,17,7,7,7,8,6,"European","European","Engineering",5,7,1,5,2,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,6
"1317",93,18,0,35,2,4,18,18,12,3,96,0,0.55,0,26,3,10,20,20,22,6,22,1,7,8,8,8,0,0,7,7,29,"Education Administration",5,2,2,2,1,5,1,"Education Administration",2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,6,14,20,18,24,18,6,30,15,15,20,10,10,8,8,8,8,7,0,7,7,7,6,6,6,6,4,17,17,11,28,10,17,7,7,7,8,6,"European","Latino","Engineering",6,3,1,7,1,5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,7
"1318",93,18,0,35,2,4,18,18,18,4,97,1,-0.37,1,29,2,50,7,20,23,0,0,1,8,8,8,8,7,8,7,7,29,"Education Administration",5,2,2,2,1,5,1,"Education Administration",2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,6,14,20,18,24,18,6,30,15,15,20,10,10,8,8,8,8,7,1,8,7,8,8,0,0,8,6,17,17,11,28,10,17,7,7,7,8,6,"European","European","Engineering",1,4,2,5,2,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,5
"1319",93,18,0,35,2,4,18,18,9,5,98,0,-0.16,1,39,2,40,20,15,20,0,5,1,10,10,10,0,0,0,10,3,29,"Education Administration",5,2,2,2,1,5,1,"Education Administration",2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,6,14,20,18,24,18,6,30,15,15,20,10,10,8,8,8,8,7,0,6,6,6,6,6,5,6,4,17,17,11,28,10,17,7,7,7,8,6,"European","European","Engineering",1,1,4,4,2,8,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7,5
"1320",93,18,0,35,2,4,18,18,15,6,99,0,0.37,1,28,2,30,30,20,10,10,0,0,5,5,7,5,9,7,8,9,29,"Education Administration",5,2,2,2,1,5,1,"Education Administration",2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,6,14,20,18,24,18,6,30,15,15,20,10,10,8,8,8,8,7,1,7,6,7,7,7,6,7,0,17,17,11,28,10,17,7,7,7,8,6,"European","European","Engineering",1,1,3,3,2,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8
"1321",93,18,0,35,2,4,18,18,10,7,100,1,0.17,0,30,6,20,25,25,15,5,10,1,8,9,10,10,8,7,8,6,29,"Education Administration",5,2,2,2,1,5,1,"Education Administration",2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,6,14,20,18,24,18,6,30,15,15,20,10,10,8,8,8,8,7,1,7,7,7,7,7,7,7.5,6,17,17,11,28,10,17,7,7,7,8,6,"European","Other","Engineering",9,8,1,3,2,5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,5
"1322",93,18,0,35,2,4,18,18,13,8,101,0,0.05,0,22,4,40,8,10,12,10,20,1,9,8,8,8,0,7,9,6,29,"Education Administration",5,2,2,2,1,5,1,"Education Administration",2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,6,14,20,18,24,18,6,30,15,15,20,10,10,8,8,8,8,7,0,7,6,7,6,7,6,6.5,6,17,17,11,28,10,17,7,7,7,8,6,"European","Asian","Engineering",2,3,3,4,3,9,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4,7
"1323",93,18,0,35,2,4,18,18,17,9,102,0,-0.15,1,32,2,30,10,30,20,10,0,1,7,7,7,6,6,5,6,6,29,"Education Administration",5,2,2,2,1,5,1,"Education Administration",2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,6,14,20,18,24,18,6,30,15,15,20,10,10,8,8,8,8,7,0,6,7,7,6,7,6,6.5,6,17,17,11,28,10,17,7,7,7,8,6,"European","European","Engineering",6,2,1,4,4,9,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2,6
"1324",93,18,0,35,2,4,18,18,14,10,103,0,-0.06,1,26,2,40,5,20,10,10,15,0,6,7,7,8,7,6,7,5,29,"Education Administration",5,2,2,2,1,5,1,"Education Administration",2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,6,14,20,18,24,18,6,30,15,15,20,10,10,8,8,8,8,7,1,7,7,7,7,7,7,7,6,17,17,11,28,10,17,7,7,7,8,6,"European","European","Engineering",9,8,2,4,1,8,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3,6
"1325",93,18,0,35,2,4,18,18,5,11,104,1,0.45,1,27,2,20,15,25,15,20,5,1,7,8,6,8,6,6,7,5,29,"Education Administration",5,2,2,2,1,5,1,"Education Administration",2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,6,14,20,18,24,18,6,30,15,15,20,10,10,8,8,8,8,7,1,8,8,7,8,8,8,8,6,17,17,11,28,10,17,7,7,7,8,6,"European","European","Engineering",8,6,2,5,3,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8
"1326",93,18,0,35,2,4,18,18,8,12,105,0,-0.36,0,25,1,30,15,20,20,0,5,1,8,7,8,7,6,5,7,4,29,"Education Administration",5,2,2,2,1,5,1,"Education Administration",2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,6,14,20,18,24,18,6,30,15,15,20,10,10,8,8,8,8,7,0,7,7,7,7,7,6,7,6,17,17,11,28,10,17,7,7,7,8,6,"European","Black","Engineering",1,1,2,7,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5
"1327",93,18,0,35,2,4,18,18,16,13,106,0,0.37,0,22,3,10,20,35,10,5,20,1,9,10,10,8,8,8,10,6,29,"Education Administration",5,2,2,2,1,5,1,"Education Administration",2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,6,14,20,18,24,18,6,30,15,15,20,10,10,8,8,8,8,7,0,7,7,7,7,7,7,7,6,17,17,11,28,10,17,7,7,7,8,6,"European","Latino","Engineering",3,1,5,7,3,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5
"1328",93,18,0,35,2,4,18,18,7,14,107,0,0.23,1,21,2,19,24,21,23,5,8,1,7.5,8.5,9,9.5,9.5,9,8,6.5,29,"Education Administration",5,2,2,2,1,5,1,"Education Administration",2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,6,14,20,18,24,18,6,30,15,15,20,10,10,8,8,8,8,7,0,7,7,7,7,7,6,7,6,17,17,11,28,10,17,7,7,7,8,6,"European","European","Engineering",1,1,1,4,1,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6
"1329",93,18,0,35,2,4,18,18,11,15,108,0,0.09,1,24,2,10,20,35,20,0,15,1,8,8,7,7,6,4,7,4,29,"Education Administration",5,2,2,2,1,5,1,"Education Administration",2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,6,14,20,18,24,18,6,30,15,15,20,10,10,8,8,8,8,7,0,7,7,7,7,7,6,7,4,17,17,11,28,10,17,7,7,7,8,6,"European","European","Engineering",1,1,1,6,3,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5
"1330",93,18,0,35,2,4,18,18,3,16,109,0,0.34,0,25,4,15,10,30,10,5,30,1,7,10,8,7,7,3,8,5,29,"Education Administration",5,2,2,2,1,5,1,"Education Administration",2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,6,14,20,18,24,18,6,30,15,15,20,10,10,8,8,8,8,7,0,7,7,7,6,7,6,7,6,17,17,11,28,10,17,7,7,7,8,6,"European","Asian","Engineering",1,1,1,4,1,2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,5
"1331",93,18,0,35,2,4,18,18,2,17,110,0,0.31,1,28,2,20,20,15,15,5,25,0,5,7,8,7,8,8,5,6,29,"Education Administration",5,2,2,2,1,5,1,"Education Administration",2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,6,14,20,18,24,18,6,30,15,15,20,10,10,8,8,8,8,7,0,7,7,7,6,6,6,7,6,17,17,11,28,10,17,7,7,7,8,6,"European","European","Engineering",6,4,2,6,1,4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6
"1332",93,18,0,35,2,4,18,18,1,18,111,0,-0.03,0,27,4,20,20,20,20,10,10,0,5,7,7,5,5,5,4,4,29,"Education Administration",5,2,2,2,1,5,1,"Education Administration",2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,6,14,20,18,24,18,6,30,15,15,20,10,10,8,8,8,8,7,1,7,7,7,7,7,7,7,7,17,17,11,28,10,17,7,7,7,8,6,"European","Asian","Engineering",1,7,5,5,1,9,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5,9
